,0.0,0.7894736842105263,1.5789473684210527,2.3684210526315788,3.1578947368421053,3.947368421052632,4.7368421052631575,5.526315789473684,6.315789473684211,7.105263157894737,7.894736842105264,8.68421052631579,9.473684210526315,10.263157894736842,11.052631578947368,11.842105263157896,12.631578947368421,13.421052631578947,14.210526315789474,15.0
glc,0.09675,12.231637,17.678802,21.639914,24.805058,27.435879,29.6652,31.57569,33.229584,34.677727,35.960037,37.106705,38.140327,39.077866,39.93236,40.71397,41.43089,42.089813,42.69645,43.255558
g1p,0.1,0.12775688,0.16114594,0.20482975,0.25782415,0.3146499,0.3661054,0.40365544,0.42583188,0.4374072,0.44308814,0.44568384,0.44673124,0.44704476,0.44704002,0.44691995,0.44677722,0.44664842,0.44654536,0.44646773
g6p,2.675,4.1213655,3.7932281,3.5029476,3.257983,3.0645146,2.9232545,2.8281684,2.7677667,2.730751,2.7083955,2.6952612,2.6874926,2.6830738,2.680507,2.6790202,2.6782048,2.6777248,2.6774485,2.6773274
trh,0.05,0.06166234,0.056713287,0.050607648,0.043654177,0.035804093,0.027458224,0.019582884,0.013186124,0.008559055,0.005420937,0.00337535,0.00207777,0.0012695707,0.0007721048,0.0004681902,0.00028338694,0.00017133751,0.000103520775,6.252029e-05
t6p,0.02,0.02448361,0.022144822,0.019564053,0.01663786,0.01338389,0.010027545,0.0069973944,0.0046412093,0.0029832746,0.0018767157,0.0011631767,0.00071386906,0.00043535724,0.00026445033,0.0001602386,9.694511e-05,5.859717e-05,3.539788e-05,2.1375945e-05
udg,0.7,0.6451427,0.58574945,0.5134554,0.42569363,0.32752696,0.23187624,0.1532381,0.09746938,0.06084151,0.037528057,0.02296409,0.0139796315,0.00848237,0.005136282,0.0031062036,0.0018770333,0.0011337216,0.00068456354,0.00041327957
adp,1.282,3.8063529,3.8065894,3.8066912,3.8067448,3.8067925,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163,3.8068163
atp,2.525,0.00064612617,0.00041001342,0.0003089692,0.0002505421,0.00021296393,0.00018781141,0.00017065386,0.0001586636,0.00014997702,0.00014343302,0.00013831185,0.00013417137,0.00013072844,0.00012780432,0.00012527905,0.00012306993,0.00012111969,0.000119385106,0.000117833355
ppi,0.0,0.19171683,0.35872328,0.48954502,0.5784183,0.6267602,0.6450513,0.6488132,0.6490967,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003,0.6491003
f6p,0.625,1.2369375,1.1385165,1.0512773,0.9777974,0.9196275,0.87722313,0.848615,0.8305152,0.81932634,0.8126942,0.8086729,0.80641425,0.8050244,0.8042538,0.80383515,0.80356693,0.8034341,0.80336523,0.80329114
h,0.0,2.5792146,2.6388447,2.7112408,2.7990608,2.8972661,2.9929407,3.071596,3.1273768,3.1640117,3.1873322,3.2018993,3.210889,3.2163887,3.2197378,3.2217708,3.2230022,3.2237468,3.2241971,3.224471
pho,0.0,0.24209072,0.47082865,0.6765248,0.85608596,1.0058478,1.1231462,1.2085762,1.2669849,1.3052746,1.3296946,1.344972,1.3544058,1.3601818,1.3636992,1.3658346,1.3671268,1.3679087,1.3683809,1.3686663
udp,0.2815,0.5280744,0.7544738,0.9575892,1.1342235,1.280731,1.3946732,1.4770733,1.5331266,1.5697589,1.5930732,1.6076372,1.6166205,1.6221181,1.6254647,1.6274948,1.628724,1.6294675,1.6299167,1.6301876
utp,0.6491,0.4573843,0.29037783,0.15955594,0.0706828,0.02234105,0.004049597,0.00028795935,4.3831765e-06,5.677356e-09,1.533591e-13,1.0879612e-20,1.1995384e-31,6e-45,4e-45,3e-45,3e-45,1e-45,1e-45,1e-45
h2o,0.0,-0.47251913,-0.93494445,-1.352443,-1.7185193,-2.0258942,-2.2688377,-2.4475732,-2.5707865,-2.651994,-2.7039711,-2.7365713,-2.756737,-2.7690973,-2.7766304,-2.781203,-2.783971,-2.7856462,-2.786658,-2.78727
glx,100.0,85.801765,80.82175,77.28412,74.49197,72.176346,70.19829,68.4744,66.950096,65.58778,64.360596,63.24857,62.236427,61.31205,60.46558,59.688835,58.974903,58.317753,57.71225,57.153748
